Zonas  Turísticas;Periodo;Total
P. Natural Sierra y Cañones de Guara;2014M09;2,32
P. Natural Sierra y Cañones de Guara;2014M08;3,68
P. Natural Sierra y Cañones de Guara;2014M07;3,47
P. Natural Sierra y Cañones de Guara;2014M06;2,46
P. Natural Sierra y Cañones de Guara;2014M05;2,37
P. Natural Sierra y Cañones de Guara;2014M04;2,72
P. Natural Sierra y Cañones de Guara;2014M03;1,56
P. Natural Sierra y Cañones de Guara;2014M02;1,78
P. Natural Sierra y Cañones de Guara;2014M01;2,25
P. Natural Sierra y Cañones de Guara;2013M12;2,42
P. Natural Sierra y Cañones de Guara;2013M11;2,55
P. Natural Sierra y Cañones de Guara;2013M10;2,22
P. Natural Sierra y Cañones de Guara;2013M09;2,46
P. Natural Sierra y Cañones de Guara;2013M08;3,82
P. Natural Sierra y Cañones de Guara;2013M07;3,36
P. Natural Sierra y Cañones de Guara;2013M06;2,28
P. Natural Sierra y Cañones de Guara;2013M05;2,38
P. Natural Sierra y Cañones de Guara;2013M04;2,29
P. Natural Sierra y Cañones de Guara;2013M03;2,52
P. Natural Sierra y Cañones de Guara;2013M02;1,81
P. Natural Sierra y Cañones de Guara;2013M01;2,05
P. Natural Sierra y Cañones de Guara;2012M12;2,17
P. Natural Sierra y Cañones de Guara;2012M11;2,08
P. Natural Sierra y Cañones de Guara;2012M10;2,09
P. Natural Sierra y Cañones de Guara;2012M09;2,31
P. Natural Sierra y Cañones de Guara;2012M08;3,75
P. Natural Sierra y Cañones de Guara;2012M07;3,13
P. Natural Sierra y Cañones de Guara;2012M06;2,05
P. Natural Sierra y Cañones de Guara;2012M05;2,05
P. Natural Sierra y Cañones de Guara;2012M04;2,54
P. Natural Sierra y Cañones de Guara;2012M03;1,52
P. Natural Sierra y Cañones de Guara;2012M02;1,48
P. Natural Sierra y Cañones de Guara;2012M01;1,96
P. Natural Sierra y Cañones de Guara;2011M12;2,02
P. Natural Sierra y Cañones de Guara;2011M11;1,52
P. Natural Sierra y Cañones de Guara;2011M10;1,96
P. Natural Sierra y Cañones de Guara;2011M09;2,12
P. Natural Sierra y Cañones de Guara;2011M08;3,35
P. Natural Sierra y Cañones de Guara;2011M07;3,09
P. Natural Sierra y Cañones de Guara;2011M06;2,19
P. Natural Sierra y Cañones de Guara;2011M05;2,4
P. Natural Sierra y Cañones de Guara;2011M04;2,36
P. Natural Sierra y Cañones de Guara;2011M03;1,75
P. Natural Sierra y Cañones de Guara;2011M02;1,73
P. Natural Sierra y Cañones de Guara;2011M01;1,74
P. Natural Sierra y Cañones de Guara;2010M12;2,05
P. Natural Sierra y Cañones de Guara;2010M11;1,39
P. Natural Sierra y Cañones de Guara;2010M10;2,27
P. Natural Sierra y Cañones de Guara;2010M09;2,32
P. Natural Sierra y Cañones de Guara;2010M08;3,37
P. Natural Sierra y Cañones de Guara;2010M07;2,89
P. Natural Sierra y Cañones de Guara;2010M06;2,28
P. Natural Sierra y Cañones de Guara;2010M05;2,01
P. Natural Sierra y Cañones de Guara;2010M04;2,32
P. Natural Sierra y Cañones de Guara;2010M03;1,95
P. Natural Sierra y Cañones de Guara;2010M02;1,76
P. Natural Sierra y Cañones de Guara;2010M01;2,27
P. Natural Sierra y Cañones de Guara;2009M12;2,2
P. Natural Sierra y Cañones de Guara;2009M11;1,83
P. Natural Sierra y Cañones de Guara;2009M10;2,2
P. Natural Sierra y Cañones de Guara;2009M09;2,44
P. Natural Sierra y Cañones de Guara;2009M08;3,58
P. Natural Sierra y Cañones de Guara;2009M07;2,86
P. Natural Sierra y Cañones de Guara;2009M06;2,46
P. Natural Sierra y Cañones de Guara;2009M05;2,12
P. Natural Sierra y Cañones de Guara;2009M04;2,25
P. Natural Sierra y Cañones de Guara;2009M03;1,8
P. Natural Sierra y Cañones de Guara;2009M02;1,62
P. Natural Sierra y Cañones de Guara;2009M01;1,97
P. Natural Sierra y Cañones de Guara;2008M12;2,38
P. Natural Sierra y Cañones de Guara;2008M11;1,55
P. Natural Sierra y Cañones de Guara;2008M10;1,76
P. Natural Sierra y Cañones de Guara;2008M09;2,28
P. Natural Sierra y Cañones de Guara;2008M08;3,22
P. Natural Sierra y Cañones de Guara;2008M07;3,09
P. Natural Sierra y Cañones de Guara;2008M06;2,36
P. Natural Sierra y Cañones de Guara;2008M05;2,26
P. Natural Sierra y Cañones de Guara;2008M04;1,78
P. Natural Sierra y Cañones de Guara;2008M03;2,86
P. Natural Sierra y Cañones de Guara;2008M02;2,02
P. Natural Sierra y Cañones de Guara;2008M01;1,77
P. Natural Sierra y Cañones de Guara;2007M12;2,96
P. Natural Sierra y Cañones de Guara;2007M11;2,25
P. Natural Sierra y Cañones de Guara;2007M10;2,03
P. Natural Sierra y Cañones de Guara;2007M09;2,31
P. Natural Sierra y Cañones de Guara;2007M08;3,63
P. Natural Sierra y Cañones de Guara;2007M07;3,15
P. Natural Sierra y Cañones de Guara;2007M06;2,42
P. Natural Sierra y Cañones de Guara;2007M05;2,41
P. Natural Sierra y Cañones de Guara;2007M04;2,28
P. Natural Sierra y Cañones de Guara;2007M03;1,93
P. Natural Sierra y Cañones de Guara;2007M02;2,7
P. Natural Sierra y Cañones de Guara;2007M01;2,2
P. Natural Sierra y Cañones de Guara;2006M12;2,77
P. Natural Sierra y Cañones de Guara;2006M11;2,58
P. Natural Sierra y Cañones de Guara;2006M10;2,96
P. Natural Sierra y Cañones de Guara;2006M09;2,31
P. Natural Sierra y Cañones de Guara;2006M08;3,61
P. Natural Sierra y Cañones de Guara;2006M07;3,05
P. Natural Sierra y Cañones de Guara;2006M06;2,17
P. Natural Sierra y Cañones de Guara;2006M05;2,13
P. Natural Sierra y Cañones de Guara;2006M04;2,45
P. Natural Sierra y Cañones de Guara;2006M03;1,5
P. Natural Sierra y Cañones de Guara;2006M02;1,52
P. Natural Sierra y Cañones de Guara;2006M01;1,74
P. Natural Sierra y Cañones de Guara;2005M12;2,58
P. Natural Sierra y Cañones de Guara;2005M11;2,73
P. Natural Sierra y Cañones de Guara;2005M10;2,41
P. Natural Sierra y Cañones de Guara;2005M09;2,49
P. Natural Sierra y Cañones de Guara;2005M08;4,02
P. Natural Sierra y Cañones de Guara;2005M07;3,1
P. Natural Sierra y Cañones de Guara;2005M06;2,31
P. Natural Sierra y Cañones de Guara;2005M05;2,13
P. Natural Sierra y Cañones de Guara;2005M04;1,63
P. Natural Sierra y Cañones de Guara;2005M03;2,48
P. Natural Sierra y Cañones de Guara;2005M02;1,73
P. Natural Sierra y Cañones de Guara;2005M01;2,3
P. Natural Sierras de Cazorla, Segura y las Villas;2021M11;2,22
P. Natural Sierras de Cazorla, Segura y las Villas;2021M10;2,57
P. Natural Sierras de Cazorla, Segura y las Villas;2021M09;2,68
P. Natural Sierras de Cazorla, Segura y las Villas;2021M08;3,59
P. Natural Sierras de Cazorla, Segura y las Villas;2021M07;3,3
P. Natural Sierras de Cazorla, Segura y las Villas;2021M06;2,39
P. Natural Sierras de Cazorla, Segura y las Villas;2021M05;2,11
P. Natural Sierras de Cazorla, Segura y las Villas;2021M04;2,55
P. Natural Sierras de Cazorla, Segura y las Villas;2021M03;2,07
P. Natural Sierras de Cazorla, Segura y las Villas;2021M02;.
P. Natural Sierras de Cazorla, Segura y las Villas;2021M01;.
P. Natural Sierras de Cazorla, Segura y las Villas;2020M12;.
P. Natural Sierras de Cazorla, Segura y las Villas;2020M11;.
P. Natural Sierras de Cazorla, Segura y las Villas;2020M10;2,16
P. Natural Sierras de Cazorla, Segura y las Villas;2020M09;2,75
P. Natural Sierras de Cazorla, Segura y las Villas;2020M08;3,43
P. Natural Sierras de Cazorla, Segura y las Villas;2020M07;3,14
P. Natural Sierras de Cazorla, Segura y las Villas;2020M06;.
P. Natural Sierras de Cazorla, Segura y las Villas;2020M05;.
P. Natural Sierras de Cazorla, Segura y las Villas;2020M04;0
P. Natural Sierras de Cazorla, Segura y las Villas;2020M03;.
P. Natural Sierras de Cazorla, Segura y las Villas;2020M02;2,06
P. Natural Sierras de Cazorla, Segura y las Villas;2020M01;.
P. Natural Sierras de Cazorla, Segura y las Villas;2019M12;.
P. Natural Sierras de Cazorla, Segura y las Villas;2019M11;.
P. Natural Sierras de Cazorla, Segura y las Villas;2019M10;2,36
P. Natural Sierras de Cazorla, Segura y las Villas;2019M09;2,67
P. Natural Sierras de Cazorla, Segura y las Villas;2019M08;3,6
P. Natural Sierras de Cazorla, Segura y las Villas;2019M07;3,34
P. Natural Sierras de Cazorla, Segura y las Villas;2019M06;2,76
P. Natural Sierras de Cazorla, Segura y las Villas;2019M05;2,41
P. Natural Sierras de Cazorla, Segura y las Villas;2019M04;2,86
P. Natural Sierras de Cazorla, Segura y las Villas;2019M03;2,89
P. Natural Sierras de Cazorla, Segura y las Villas;2019M02;1,6
P. Natural Sierras de Cazorla, Segura y las Villas;2019M01;2,67
P. Natural Sierras de Cazorla, Segura y las Villas;2018M12;.
P. Natural Sierras de Cazorla, Segura y las Villas;2018M11;2,24
P. Natural Sierras de Cazorla, Segura y las Villas;2018M10;2,28
P. Natural Sierras de Cazorla, Segura y las Villas;2018M09;2,9
P. Natural Sierras de Cazorla, Segura y las Villas;2018M08;3,7
P. Natural Sierras de Cazorla, Segura y las Villas;2018M07;3,59
P. Natural Sierras de Cazorla, Segura y las Villas;2018M06;2,73
P. Natural Sierras de Cazorla, Segura y las Villas;2018M05;2,31
P. Natural Sierras de Cazorla, Segura y las Villas;2018M04;2,27
P. Natural Sierras de Cazorla, Segura y las Villas;2018M03;2,72
P. Natural Sierras de Cazorla, Segura y las Villas;2018M02;1,87
P. Natural Sierras de Cazorla, Segura y las Villas;2018M01;.
P. Natural Sierras de Cazorla, Segura y las Villas;2017M12;.
P. Natural Sierras de Cazorla, Segura y las Villas;2017M11;.
P. Natural Sierras de Cazorla, Segura y las Villas;2017M10;2,36
P. Natural Sierras de Cazorla, Segura y las Villas;2017M09;2,88
P. Natural Sierras de Cazorla, Segura y las Villas;2017M08;3,76
P. Natural Sierras de Cazorla, Segura y las Villas;2017M07;3,59
P. Natural Sierras de Cazorla, Segura y las Villas;2017M06;2,46
P. Natural Sierras de Cazorla, Segura y las Villas;2017M05;2,55
P. Natural Sierras de Cazorla, Segura y las Villas;2017M04;2,7
P. Natural Sierras de Cazorla, Segura y las Villas;2017M03;1,9
P. Natural Sierras de Cazorla, Segura y las Villas;2017M02;2,36
P. Natural Sierras de Cazorla, Segura y las Villas;2017M01;2,59
P. Natural Sierras de Cazorla, Segura y las Villas;2016M12;2,56
P. Natural Sierras de Cazorla, Segura y las Villas;2016M11;1,99
P. Natural Sierras de Cazorla, Segura y las Villas;2016M10;2,32
P. Natural Sierras de Cazorla, Segura y las Villas;2016M09;2,8
P. Natural Sierras de Cazorla, Segura y las Villas;2016M08;3,75
P. Natural Sierras de Cazorla, Segura y las Villas;2016M07;3,66
P. Natural Sierras de Cazorla, Segura y las Villas;2016M06;2,43
P. Natural Sierras de Cazorla, Segura y las Villas;2016M05;2,48
P. Natural Sierras de Cazorla, Segura y las Villas;2016M04;2,01
P. Natural Sierras de Cazorla, Segura y las Villas;2016M03;2,71
P. Natural Sierras de Cazorla, Segura y las Villas;2016M02;2,29
P. Natural Sierras de Cazorla, Segura y las Villas;2016M01;3,02
P. Natural Sierras de Cazorla, Segura y las Villas;2015M12;2,58
P. Natural Sierras de Cazorla, Segura y las Villas;2015M11;2,96
P. Natural Sierras de Cazorla, Segura y las Villas;2015M10;2,29
P. Natural Sierras de Cazorla, Segura y las Villas;2015M09;3,06
P. Natural Sierras de Cazorla, Segura y las Villas;2015M08;3,54
P. Natural Sierras de Cazorla, Segura y las Villas;2015M07;3,24
P. Natural Sierras de Cazorla, Segura y las Villas;2015M06;2,22
P. Natural Sierras de Cazorla, Segura y las Villas;2015M05;2,22
P. Natural Sierras de Cazorla, Segura y las Villas;2015M04;2,41
P. Natural Sierras de Cazorla, Segura y las Villas;2015M03;2,34
P. Natural Sierras de Cazorla, Segura y las Villas;2015M02;2,12
P. Natural Sierras de Cazorla, Segura y las Villas;2015M01;2,32
P. Natural Sierras de Cazorla, Segura y las Villas;2014M12;2,3
P. Natural Sierras de Cazorla, Segura y las Villas;2014M11;2,58
P. Natural Sierras de Cazorla, Segura y las Villas;2014M10;2,11
P. Natural Sierras de Cazorla, Segura y las Villas;2014M09;2,57
P. Natural Sierras de Cazorla, Segura y las Villas;2014M08;3,74
P. Natural Sierras de Cazorla, Segura y las Villas;2014M07;3,76
P. Natural Sierras de Cazorla, Segura y las Villas;2014M06;2,47
P. Natural Sierras de Cazorla, Segura y las Villas;2014M05;2,38
P. Natural Sierras de Cazorla, Segura y las Villas;2014M04;2,67
P. Natural Sierras de Cazorla, Segura y las Villas;2014M03;.
P. Natural Sierras de Cazorla, Segura y las Villas;2014M02;.
P. Natural Sierras de Cazorla, Segura y las Villas;2014M01;2,21
P. Natural Sierras de Cazorla, Segura y las Villas;2013M12;2,75
P. Natural Sierras de Cazorla, Segura y las Villas;2013M11;2,5
P. Natural Sierras de Cazorla, Segura y las Villas;2013M10;2,1
P. Natural Sierras de Cazorla, Segura y las Villas;2013M09;2,9
P. Natural Sierras de Cazorla, Segura y las Villas;2013M08;3,78
P. Natural Sierras de Cazorla, Segura y las Villas;2013M07;3,5
P. Natural Sierras de Cazorla, Segura y las Villas;2013M06;2,41
P. Natural Sierras de Cazorla, Segura y las Villas;2013M05;2,36
P. Natural Sierras de Cazorla, Segura y las Villas;2013M04;2,2
P. Natural Sierras de Cazorla, Segura y las Villas;2013M03;2,71
P. Natural Sierras de Cazorla, Segura y las Villas;2013M02;1,75
P. Natural Sierras de Cazorla, Segura y las Villas;2013M01;1,98
P. Natural Sierras de Cazorla, Segura y las Villas;2012M12;2,48
P. Natural Sierras de Cazorla, Segura y las Villas;2012M11;2,07
P. Natural Sierras de Cazorla, Segura y las Villas;2012M10;2,59
P. Natural Sierras de Cazorla, Segura y las Villas;2012M09;2,61
P. Natural Sierras de Cazorla, Segura y las Villas;2012M08;3,67
P. Natural Sierras de Cazorla, Segura y las Villas;2012M07;3,41
P. Natural Sierras de Cazorla, Segura y las Villas;2012M06;2,6
P. Natural Sierras de Cazorla, Segura y las Villas;2012M05;2,5
P. Natural Sierras de Cazorla, Segura y las Villas;2012M04;2,52
P. Natural Sierras de Cazorla, Segura y las Villas;2012M03;1,96
P. Natural Sierras de Cazorla, Segura y las Villas;2012M02;2,09
P. Natural Sierras de Cazorla, Segura y las Villas;2012M01;2,01
P. Natural Sierras de Cazorla, Segura y las Villas;2011M12;2,41
P. Natural Sierras de Cazorla, Segura y las Villas;2011M11;2,33
P. Natural Sierras de Cazorla, Segura y las Villas;2011M10;2,31
P. Natural Sierras de Cazorla, Segura y las Villas;2011M09;2,4
P. Natural Sierras de Cazorla, Segura y las Villas;2011M08;3,77
P. Natural Sierras de Cazorla, Segura y las Villas;2011M07;3,1
P. Natural Sierras de Cazorla, Segura y las Villas;2011M06;2,55
P. Natural Sierras de Cazorla, Segura y las Villas;2011M05;2,65
P. Natural Sierras de Cazorla, Segura y las Villas;2011M04;2,65
P. Natural Sierras de Cazorla, Segura y las Villas;2011M03;1,83
P. Natural Sierras de Cazorla, Segura y las Villas;2011M02;""
P. Natural Sierras de Cazorla, Segura y las Villas;2011M01;""
P. Natural Sierras de Cazorla, Segura y las Villas;2010M12;2,35
P. Natural Sierras de Cazorla, Segura y las Villas;2010M11;1,58
P. Natural Sierras de Cazorla, Segura y las Villas;2010M10;2,18
P. Natural Sierras de Cazorla, Segura y las Villas;2010M09;2,49
P. Natural Sierras de Cazorla, Segura y las Villas;2010M08;3,61
P. Natural Sierras de Cazorla, Segura y las Villas;2010M07;3,03
P. Natural Sierras de Cazorla, Segura y las Villas;2010M06;2,19
P. Natural Sierras de Cazorla, Segura y las Villas;2010M05;2,21
P. Natural Sierras de Cazorla, Segura y las Villas;2010M04;2,72
P. Natural Sierras de Cazorla, Segura y las Villas;2010M03;2,1
P. Natural Sierras de Cazorla, Segura y las Villas;2010M02;2,15
P. Natural Sierras de Cazorla, Segura y las Villas;2010M01;1,87
P. Natural Sierras de Cazorla, Segura y las Villas;2009M12;2,13
P. Natural Sierras de Cazorla, Segura y las Villas;2009M11;2,31
P. Natural Sierras de Cazorla, Segura y las Villas;2009M10;2,06
P. Natural Sierras de Cazorla, Segura y las Villas;2009M09;2,53
P. Natural Sierras de Cazorla, Segura y las Villas;2009M08;3,67
P. Natural Sierras de Cazorla, Segura y las Villas;2009M07;2,73
P. Natural Sierras de Cazorla, Segura y las Villas;2009M06;2,29
P. Natural Sierras de Cazorla, Segura y las Villas;2009M05;2,24
P. Natural Sierras de Cazorla, Segura y las Villas;2009M04;2,59
P. Natural Sierras de Cazorla, Segura y las Villas;2009M03;2,26
P. Natural Sierras de Cazorla, Segura y las Villas;2009M02;2,16
P. Natural Sierras de Cazorla, Segura y las Villas;2009M01;..
P. Natural Sierras de Cazorla, Segura y las Villas;2008M12;2,44
P. Natural Sierras de Cazorla, Segura y las Villas;2008M11;2,02
P. Natural Sierras de Cazorla, Segura y las Villas;2008M10;2,27
P. Natural Sierras de Cazorla, Segura y las Villas;2008M09;2,81
P. Natural Sierras de Cazorla, Segura y las Villas;2008M08;3,34
P. Natural Sierras de Cazorla, Segura y las Villas;2008M07;782
P. Natural Sierras de Cazorla, Segura y las Villas;2008M06;1,86
P. Natural Sierras de Cazorla, Segura y las Villas;2008M05;2,16
P. Natural Sierras de Cazorla, Segura y las Villas;2008M04;1,96
P. Natural Sierras de Cazorla, Segura y las Villas;2008M03;4,02
P. Natural Sierras de Cazorla, Segura y las Villas;2008M02;3,26
P. Natural Sierras de Cazorla, Segura y las Villas;2008M01;..
P. Natural Sierras de Cazorla, Segura y las Villas;2007M12;3,2
P. Natural Sierras de Cazorla, Segura y las Villas;2007M11;3,81
P. Natural Sierras de Cazorla, Segura y las Villas;2007M10;2,24
P. Natural Sierras de Cazorla, Segura y las Villas;2007M09;2,24
P. Natural Sierras de Cazorla, Segura y las Villas;2007M08;3,16
P. Natural Sierras de Cazorla, Segura y las Villas;2007M07;2,57
P. Natural Sierras de Cazorla, Segura y las Villas;2007M06;2,36
P. Natural Sierras de Cazorla, Segura y las Villas;2007M05;2,04
P. Natural Sierras de Cazorla, Segura y las Villas;2007M04;2,79
P. Natural Sierras de Cazorla, Segura y las Villas;2007M03;2,24
P. Natural Sierras de Cazorla, Segura y las Villas;2007M02;..
P. Natural Sierras de Cazorla, Segura y las Villas;2007M01;2,34
P. Natural Sierras de Cazorla, Segura y las Villas;2006M12;3,19
P. Natural Sierras de Cazorla, Segura y las Villas;2006M11;1,8
P. Natural Sierras de Cazorla, Segura y las Villas;2006M10;2,21
P. Natural Sierras de Cazorla, Segura y las Villas;2006M09;2,56
P. Natural Sierras de Cazorla, Segura y las Villas;2006M08;3,79
P. Natural Sierras de Cazorla, Segura y las Villas;2006M07;2,87
P. Natural Sierras de Cazorla, Segura y las Villas;2006M06;1,96
P. Natural Sierras de Cazorla, Segura y las Villas;2006M05;2,32
P. Natural Sierras de Cazorla, Segura y las Villas;2006M04;2,46
P. Natural Sierras de Cazorla, Segura y las Villas;2006M03;..
P. Natural Sierras de Cazorla, Segura y las Villas;2006M02;..
P. Natural Sierras de Cazorla, Segura y las Villas;2006M01;7,6
P. Natural Sierras de Cazorla, Segura y las Villas;2005M12;2,71
P. Natural Sierras de Cazorla, Segura y las Villas;2005M11;1,76
P. Natural Sierras de Cazorla, Segura y las Villas;2005M10;2,17
P. Natural Sierras de Cazorla, Segura y las Villas;2005M09;2,67
P. Natural Sierras de Cazorla, Segura y las Villas;2005M08;2,76
P. Natural Sierras de Cazorla, Segura y las Villas;2005M07;2,84
P. Natural Sierras de Cazorla, Segura y las Villas;2005M06;2,58
P. Natural Sierras de Cazorla, Segura y las Villas;2005M05;2,83
P. Natural Sierras de Cazorla, Segura y las Villas;2005M04;2,04
P. Natural Sierras de Cazorla, Segura y las Villas;2005M03;3,03
P. Natural Sierras de Cazorla, Segura y las Villas;2005M02;..
P. Natural Sierras de Cazorla, Segura y las Villas;2005M01;..
P. Natural Zona Volcánica de la Garrotxa ;2021M11;1,56
P. Natural Zona Volcánica de la Garrotxa ;2021M10;2,26
P. Natural Zona Volcánica de la Garrotxa ;2021M09;1,91
P. Natural Zona Volcánica de la Garrotxa ;2021M08;4,98
P. Natural Zona Volcánica de la Garrotxa ;2021M07;3,1
P. Natural Zona Volcánica de la Garrotxa ;2021M06;2,24
P. Natural Zona Volcánica de la Garrotxa ;2021M05;1,9
P. Natural Zona Volcánica de la Garrotxa ;2021M04;2,77
P. Natural Zona Volcánica de la Garrotxa ;2021M03;2,07
P. Natural Zona Volcánica de la Garrotxa ;2021M02;1,16
P. Natural Zona Volcánica de la Garrotxa ;2021M01;2,67
P. Natural Zona Volcánica de la Garrotxa ;2020M12;1,84
P. Natural Zona Volcánica de la Garrotxa ;2020M11;1,75
P. Natural Zona Volcánica de la Garrotxa ;2020M10;2,03
P. Natural Zona Volcánica de la Garrotxa ;2020M09;2,01
P. Natural Zona Volcánica de la Garrotxa ;2020M08;4,48
P. Natural Zona Volcánica de la Garrotxa ;2020M07;3,08
P. Natural Zona Volcánica de la Garrotxa ;2020M06;.
P. Natural Zona Volcánica de la Garrotxa ;2020M05;.
P. Natural Zona Volcánica de la Garrotxa ;2020M04;0
P. Natural Zona Volcánica de la Garrotxa ;2020M03;1,76
P. Natural Zona Volcánica de la Garrotxa ;2020M02;1,8
P. Natural Zona Volcánica de la Garrotxa ;2020M01;1,69
P. Natural Zona Volcánica de la Garrotxa ;2019M12;2,29
P. Natural Zona Volcánica de la Garrotxa ;2019M11;2,15
P. Natural Zona Volcánica de la Garrotxa ;2019M10;1,72
P. Natural Zona Volcánica de la Garrotxa ;2019M09;1,93
P. Natural Zona Volcánica de la Garrotxa ;2019M08;4,51
P. Natural Zona Volcánica de la Garrotxa ;2019M07;3,38
P. Natural Zona Volcánica de la Garrotxa ;2019M06;2,19
P. Natural Zona Volcánica de la Garrotxa ;2019M05;1,97
P. Natural Zona Volcánica de la Garrotxa ;2019M04;2,65
P. Natural Zona Volcánica de la Garrotxa ;2019M03;1,87
P. Natural Zona Volcánica de la Garrotxa ;2019M02;2,09
P. Natural Zona Volcánica de la Garrotxa ;2019M01;2,42
P. Natural Zona Volcánica de la Garrotxa ;2018M12;2,65
P. Natural Zona Volcánica de la Garrotxa ;2018M11;2,26
P. Natural Zona Volcánica de la Garrotxa ;2018M10;1,97
P. Natural Zona Volcánica de la Garrotxa ;2018M09;2,2
P. Natural Zona Volcánica de la Garrotxa ;2018M08;4,71
P. Natural Zona Volcánica de la Garrotxa ;2018M07;3,39
P. Natural Zona Volcánica de la Garrotxa ;2018M06;2,07
P. Natural Zona Volcánica de la Garrotxa ;2018M05;2,16
P. Natural Zona Volcánica de la Garrotxa ;2018M04;2,44
P. Natural Zona Volcánica de la Garrotxa ;2018M03;2,43
P. Natural Zona Volcánica de la Garrotxa ;2018M02;1,77
P. Natural Zona Volcánica de la Garrotxa ;2018M01;1,87
P. Natural Zona Volcánica de la Garrotxa ;2017M12;2,1
P. Natural Zona Volcánica de la Garrotxa ;2017M11;2,14
P. Natural Zona Volcánica de la Garrotxa ;2017M10;1,99
P. Natural Zona Volcánica de la Garrotxa ;2017M09;2,29
P. Natural Zona Volcánica de la Garrotxa ;2017M08;5,27
P. Natural Zona Volcánica de la Garrotxa ;2017M07;3,62
P. Natural Zona Volcánica de la Garrotxa ;2017M06;2,22
P. Natural Zona Volcánica de la Garrotxa ;2017M05;2,18
P. Natural Zona Volcánica de la Garrotxa ;2017M04;2,85
P. Natural Zona Volcánica de la Garrotxa ;2017M03;1,76
P. Natural Zona Volcánica de la Garrotxa ;2017M02;1,87
P. Natural Zona Volcánica de la Garrotxa ;2017M01;1,95
P. Natural Zona Volcánica de la Garrotxa ;2016M12;2,14
P. Natural Zona Volcánica de la Garrotxa ;2016M11;1,95
P. Natural Zona Volcánica de la Garrotxa ;2016M10;2,71
P. Natural Zona Volcánica de la Garrotxa ;2016M09;2,35
P. Natural Zona Volcánica de la Garrotxa ;2016M08;5,13
P. Natural Zona Volcánica de la Garrotxa ;2016M07;3,55
P. Natural Zona Volcánica de la Garrotxa ;2016M06;2,64
P. Natural Zona Volcánica de la Garrotxa ;2016M05;1,98
P. Natural Zona Volcánica de la Garrotxa ;2016M04;1,92
P. Natural Zona Volcánica de la Garrotxa ;2016M03;2,98
P. Natural Zona Volcánica de la Garrotxa ;2016M02;2,02
P. Natural Zona Volcánica de la Garrotxa ;2016M01;2,49
P. Natural Zona Volcánica de la Garrotxa ;2015M12;2,4
P. Natural Zona Volcánica de la Garrotxa ;2015M11;1,67
P. Natural Zona Volcánica de la Garrotxa ;2015M10;1,86
P. Natural Zona Volcánica de la Garrotxa ;2015M09;2,34
P. Natural Zona Volcánica de la Garrotxa ;2015M08;7,12
P. Natural Zona Volcánica de la Garrotxa ;2015M07;3,71
P. Natural Zona Volcánica de la Garrotxa ;2015M06;2,05
P. Natural Zona Volcánica de la Garrotxa ;2015M05;2,16
P. Natural Zona Volcánica de la Garrotxa ;2015M04;2,47
P. Natural Zona Volcánica de la Garrotxa ;2015M03;1,75
P. Natural Zona Volcánica de la Garrotxa ;2015M02;1,77
P. Natural Zona Volcánica de la Garrotxa ;2015M01;1,98
P. Natural Zona Volcánica de la Garrotxa ;2014M12;2,02
P. Natural Zona Volcánica de la Garrotxa ;2014M11;1,66
P. Natural Zona Volcánica de la Garrotxa ;2014M10;1,61
P. Natural Zona Volcánica de la Garrotxa ;2014M09;2,52
P. Natural Zona Volcánica de la Garrotxa ;2014M08;6,03
P. Natural Zona Volcánica de la Garrotxa ;2014M07;3,72
P. Natural Zona Volcánica de la Garrotxa ;2014M06;2,38
P. Natural Zona Volcánica de la Garrotxa ;2014M05;1,91
P. Natural Zona Volcánica de la Garrotxa ;2014M04;2,77
P. Natural Zona Volcánica de la Garrotxa ;2014M03;1,92
P. Natural Zona Volcánica de la Garrotxa ;2014M02;1,77
P. Natural Zona Volcánica de la Garrotxa ;2014M01;1,91
P. Natural Zona Volcánica de la Garrotxa ;2013M12;2,07
P. Natural Zona Volcánica de la Garrotxa ;2013M11;1,86
P. Natural Zona Volcánica de la Garrotxa ;2013M10;1,71
P. Natural Zona Volcánica de la Garrotxa ;2013M09;2,41
P. Natural Zona Volcánica de la Garrotxa ;2013M08;7,06
P. Natural Zona Volcánica de la Garrotxa ;2013M07;3,91
P. Natural Zona Volcánica de la Garrotxa ;2013M06;2,02
P. Natural Zona Volcánica de la Garrotxa ;2013M05;1,9
P. Natural Zona Volcánica de la Garrotxa ;2013M04;1,58
P. Natural Zona Volcánica de la Garrotxa ;2013M03;2,29
P. Natural Zona Volcánica de la Garrotxa ;2013M02;1,73
P. Natural Zona Volcánica de la Garrotxa ;2013M01;1,76
P. Natural Zona Volcánica de la Garrotxa ;2012M12;2,29
P. Natural Zona Volcánica de la Garrotxa ;2012M11;1,83
P. Natural Zona Volcánica de la Garrotxa ;2012M10;1,82
P. Natural Zona Volcánica de la Garrotxa ;2012M09;2,1
P. Natural Zona Volcánica de la Garrotxa ;2012M08;5,34
P. Natural Zona Volcánica de la Garrotxa ;2012M07;3,92
P. Natural Zona Volcánica de la Garrotxa ;2012M06;1,88
P. Natural Zona Volcánica de la Garrotxa ;2012M05;1,68
P. Natural Zona Volcánica de la Garrotxa ;2012M04;2
P. Natural Zona Volcánica de la Garrotxa ;2012M03;1,53
P. Natural Zona Volcánica de la Garrotxa ;2012M02;1,58
P. Natural Zona Volcánica de la Garrotxa ;2012M01;1,37
P. Natural Zona Volcánica de la Garrotxa ;2011M12;1,96
