Zonas  Turísticas;Periodo;Total
P. Natural Zona Volcánica de la Garrotxa ;2011M11;1,96
P. Natural Zona Volcánica de la Garrotxa ;2011M10;1,6
P. Natural Zona Volcánica de la Garrotxa ;2011M09;1,82
P. Natural Zona Volcánica de la Garrotxa ;2011M08;5,47
P. Natural Zona Volcánica de la Garrotxa ;2011M07;3,33
P. Natural Zona Volcánica de la Garrotxa ;2011M06;2,15
P. Natural Zona Volcánica de la Garrotxa ;2011M05;1,9
P. Natural Zona Volcánica de la Garrotxa ;2011M04;2,22
P. Natural Zona Volcánica de la Garrotxa ;2011M03;1,49
P. Natural Zona Volcánica de la Garrotxa ;2011M02;1,61
P. Natural Zona Volcánica de la Garrotxa ;2011M01;1,66
P. Natural Zona Volcánica de la Garrotxa ;2010M12;2,51
P. Natural Zona Volcánica de la Garrotxa ;2010M11;1,52
P. Natural Zona Volcánica de la Garrotxa ;2010M10;1,87
P. Natural Zona Volcánica de la Garrotxa ;2010M09;2,04
P. Natural Zona Volcánica de la Garrotxa ;2010M08;4,32
P. Natural Zona Volcánica de la Garrotxa ;2010M07;3,28
P. Natural Zona Volcánica de la Garrotxa ;2010M06;2,21
P. Natural Zona Volcánica de la Garrotxa ;2010M05;1,95
P. Natural Zona Volcánica de la Garrotxa ;2010M04;2,18
P. Natural Zona Volcánica de la Garrotxa ;2010M03;1,57
P. Natural Zona Volcánica de la Garrotxa ;2010M02;2,02
P. Natural Zona Volcánica de la Garrotxa ;2010M01;1,55
P. Natural Zona Volcánica de la Garrotxa ;2009M12;2,5
P. Natural Zona Volcánica de la Garrotxa ;2009M11;1,68
P. Natural Zona Volcánica de la Garrotxa ;2009M10;1,76
P. Natural Zona Volcánica de la Garrotxa ;2009M09;2,66
P. Natural Zona Volcánica de la Garrotxa ;2009M08;4,43
P. Natural Zona Volcánica de la Garrotxa ;2009M07;3,28
P. Natural Zona Volcánica de la Garrotxa ;2009M06;2,45
P. Natural Zona Volcánica de la Garrotxa ;2009M05;2,29
P. Natural Zona Volcánica de la Garrotxa ;2009M04;2,99
P. Natural Zona Volcánica de la Garrotxa ;2009M03;1,57
P. Natural Zona Volcánica de la Garrotxa ;2009M02;1,67
P. Natural Zona Volcánica de la Garrotxa ;2009M01;2,03
P. Natural Zona Volcánica de la Garrotxa ;2008M12;2,15
P. Natural Zona Volcánica de la Garrotxa ;2008M11;1,62
P. Natural Zona Volcánica de la Garrotxa ;2008M10;1,68
P. Natural Zona Volcánica de la Garrotxa ;2008M09;2,35
P. Natural Zona Volcánica de la Garrotxa ;2008M08;5,11
P. Natural Zona Volcánica de la Garrotxa ;2008M07;4,06
P. Natural Zona Volcánica de la Garrotxa ;2008M06;2,07
P. Natural Zona Volcánica de la Garrotxa ;2008M05;2,23
P. Natural Zona Volcánica de la Garrotxa ;2008M04;2,24
P. Natural Zona Volcánica de la Garrotxa ;2008M03;4,01
P. Natural Zona Volcánica de la Garrotxa ;2008M02;1,64
P. Natural Zona Volcánica de la Garrotxa ;2008M01;2,12
P. Natural Zona Volcánica de la Garrotxa ;2007M12;2,1
P. Natural Zona Volcánica de la Garrotxa ;2007M11;2,26
P. Natural Zona Volcánica de la Garrotxa ;2007M10;2,16
P. Natural Zona Volcánica de la Garrotxa ;2007M09;2,6
P. Natural Zona Volcánica de la Garrotxa ;2007M08;5,04
P. Natural Zona Volcánica de la Garrotxa ;2007M07;3,97
P. Natural Zona Volcánica de la Garrotxa ;2007M06;2,24
P. Natural Zona Volcánica de la Garrotxa ;2007M05;2,04
P. Natural Zona Volcánica de la Garrotxa ;2007M04;2,88
P. Natural Zona Volcánica de la Garrotxa ;2007M03;2,05
P. Natural Zona Volcánica de la Garrotxa ;2007M02;1,95
P. Natural Zona Volcánica de la Garrotxa ;2007M01;3,74
P. Natural Zona Volcánica de la Garrotxa ;2006M12;2,43
P. Natural Zona Volcánica de la Garrotxa ;2006M11;1,72
P. Natural Zona Volcánica de la Garrotxa ;2006M10;2,15
P. Natural Zona Volcánica de la Garrotxa ;2006M09;2,67
P. Natural Zona Volcánica de la Garrotxa ;2006M08;4,39
P. Natural Zona Volcánica de la Garrotxa ;2006M07;3,73
P. Natural Zona Volcánica de la Garrotxa ;2006M06;3,6
P. Natural Zona Volcánica de la Garrotxa ;2006M05;2,59
P. Natural Zona Volcánica de la Garrotxa ;2006M04;2,6
P. Natural Zona Volcánica de la Garrotxa ;2006M03;3,22
P. Natural Zona Volcánica de la Garrotxa ;2006M02;4,45
P. Natural Zona Volcánica de la Garrotxa ;2006M01;3,05
P. Natural Zona Volcánica de la Garrotxa ;2005M12;6,33
P. Natural Zona Volcánica de la Garrotxa ;2005M11;1,86
P. Natural Zona Volcánica de la Garrotxa ;2005M10;2,17
P. Natural Zona Volcánica de la Garrotxa ;2005M09;2,5
P. Natural Zona Volcánica de la Garrotxa ;2005M08;3,6
P. Natural Zona Volcánica de la Garrotxa ;2005M07;3,18
P. Natural Zona Volcánica de la Garrotxa ;2005M06;1,98
P. Natural Zona Volcánica de la Garrotxa ;2005M05;1,89
P. Natural Zona Volcánica de la Garrotxa ;2005M04;1,91
P. Natural Zona Volcánica de la Garrotxa ;2005M03;2,91
P. Natural Zona Volcánica de la Garrotxa ;2005M02;1,94
P. Natural Zona Volcánica de la Garrotxa ;2005M01;2,09
Pais Vasco: Costa Bizkaia;2021M11;.
Pais Vasco: Costa Bizkaia;2021M10;2,12
Pais Vasco: Costa Bizkaia;2021M09;2,38
Pais Vasco: Costa Bizkaia;2021M08;4,35
Pais Vasco: Costa Bizkaia;2021M07;4,39
Pais Vasco: Costa Bizkaia;2021M06;6,91
Pais Vasco: Costa Bizkaia;2021M05;3,1
Pais Vasco: Costa Bizkaia;2021M04;7,82
Pais Vasco: Costa Bizkaia;2021M03;2,32
Pais Vasco: Costa Bizkaia;2021M02;.
Pais Vasco: Costa Bizkaia;2021M01;.
Pais Vasco: Costa Bizkaia;2020M12;.
Pais Vasco: Costa Bizkaia;2020M11;.
Pais Vasco: Costa Bizkaia;2020M10;2,18
Pais Vasco: Costa Bizkaia;2020M09;8,38
Pais Vasco: Costa Bizkaia;2020M08;5,76
Pais Vasco: Costa Bizkaia;2020M07;4,4
Pais Vasco: Costa Bizkaia;2020M06;.
Pais Vasco: Costa Bizkaia;2020M05;.
Pais Vasco: Costa Bizkaia;2020M04;0
Pais Vasco: Costa Bizkaia;2020M03;.
Pais Vasco: Costa Bizkaia;2020M02;.
Pais Vasco: Costa Bizkaia;2020M01;.
Pais Vasco: Costa Bizkaia;2019M12;.
Pais Vasco: Costa Bizkaia;2019M11;.
Pais Vasco: Costa Bizkaia;2019M10;1,82
Pais Vasco: Costa Bizkaia;2019M09;2,42
Pais Vasco: Costa Bizkaia;2019M08;3,44
Pais Vasco: Costa Bizkaia;2019M07;3,65
Pais Vasco: Costa Bizkaia;2019M06;2,05
Pais Vasco: Costa Bizkaia;2019M05;2,59
Pais Vasco: Costa Bizkaia;2019M04;2,38
Pais Vasco: Costa Bizkaia;2019M03;1,73
Pais Vasco: Costa Bizkaia;2019M02;.
Pais Vasco: Costa Bizkaia;2019M01;.
Pais Vasco: Costa Bizkaia;2018M12;.
Pais Vasco: Costa Bizkaia;2018M11;.
Pais Vasco: Costa Bizkaia;2018M10;2,33
Pais Vasco: Costa Bizkaia;2018M09;2,29
Pais Vasco: Costa Bizkaia;2018M08;3,69
Pais Vasco: Costa Bizkaia;2018M07;3,63
Pais Vasco: Costa Bizkaia;2018M06;2,46
Pais Vasco: Costa Bizkaia;2018M05;2,53
Pais Vasco: Costa Bizkaia;2018M04;2,38
Pais Vasco: Costa Bizkaia;2018M03;2,41
Pais Vasco: Costa Bizkaia;2018M02;.
Pais Vasco: Costa Bizkaia;2018M01;.
Pais Vasco: Costa Bizkaia;2017M12;.
Pais Vasco: Costa Bizkaia;2017M11;.
Pais Vasco: Costa Bizkaia;2017M10;2,05
Pais Vasco: Costa Bizkaia;2017M09;2,3
Pais Vasco: Costa Bizkaia;2017M08;3,2
Pais Vasco: Costa Bizkaia;2017M07;3,56
Pais Vasco: Costa Bizkaia;2017M06;2,48
Pais Vasco: Costa Bizkaia;2017M05;2,41
Pais Vasco: Costa Bizkaia;2017M04;2,61
Pais Vasco: Costa Bizkaia;2017M03;2,72
Pais Vasco: Costa Bizkaia;2017M02;.
Pais Vasco: Costa Bizkaia;2017M01;.
Pais Vasco: Costa Bizkaia;2016M12;.
Pais Vasco: Costa Bizkaia;2016M11;.
Pais Vasco: Costa Bizkaia;2016M10;2,15
Pais Vasco: Costa Bizkaia;2016M09;2,37
Pais Vasco: Costa Bizkaia;2016M08;2,69
Pais Vasco: Costa Bizkaia;2016M07;3,59
Pais Vasco: Costa Bizkaia;2016M06;2,87
Pais Vasco: Costa Bizkaia;2016M05;1,93
Pais Vasco: Costa Bizkaia;2016M04;2,41
Pais Vasco: Costa Bizkaia;2016M03;3,02
Pais Vasco: Costa Bizkaia;2016M02;.
Pais Vasco: Costa Bizkaia;2016M01;.
Pais Vasco: Costa Bizkaia;2015M12;2,3
Pais Vasco: Costa Bizkaia;2015M11;1,77
Pais Vasco: Costa Bizkaia;2015M10;2,29
Pais Vasco: Costa Bizkaia;2015M09;2,57
Pais Vasco: Costa Bizkaia;2015M08;3,47
Pais Vasco: Costa Bizkaia;2015M07;3,05
Pais Vasco: Costa Bizkaia;2015M06;2,5
Pais Vasco: Costa Bizkaia;2015M05;2,24
Pais Vasco: Costa Bizkaia;2015M04;2,34
Pais Vasco: Costa Bizkaia;2015M03;2,09
Pais Vasco: Costa Bizkaia;2015M02;1,82
Pais Vasco: Costa Bizkaia;2015M01;1,75
Pais Vasco: Costa Bizkaia;2014M12;1,9
Pais Vasco: Costa Bizkaia;2014M11;1,86
Pais Vasco: Costa Bizkaia;2014M10;2,13
Pais Vasco: Costa Bizkaia;2014M09;2,47
Pais Vasco: Costa Bizkaia;2014M08;3,43
Pais Vasco: Costa Bizkaia;2014M07;3,08
Pais Vasco: Costa Bizkaia;2014M06;2,42
Pais Vasco: Costa Bizkaia;2014M05;2,3
Pais Vasco: Costa Bizkaia;2014M04;2,4
Pais Vasco: Costa Bizkaia;2014M03;2,01
Pais Vasco: Costa Bizkaia;2014M02;2,02
Pais Vasco: Costa Bizkaia;2014M01;2,08
Pais Vasco: Costa Bizkaia;2013M12;..
Pais Vasco: Costa Bizkaia;2013M11;..
Pais Vasco: Costa Bizkaia;2013M10;1,93
Pais Vasco: Costa Bizkaia;2013M09;2,26
Pais Vasco: Costa Bizkaia;2013M08;3,51
Pais Vasco: Costa Bizkaia;2013M07;3,34
Pais Vasco: Costa Bizkaia;2013M06;2,29
Pais Vasco: Costa Bizkaia;2013M05;2
Pais Vasco: Costa Bizkaia;2013M04;2,17
Pais Vasco: Costa Bizkaia;2013M03;2,28
Pais Vasco: Costa Bizkaia;2013M02;..
Pais Vasco: Costa Bizkaia;2013M01;..
Pais Vasco: Costa Bizkaia;2012M12;..
Pais Vasco: Costa Bizkaia;2012M11;2,98
Pais Vasco: Costa Bizkaia;2012M10;2,09
Pais Vasco: Costa Bizkaia;2012M09;2,17
Pais Vasco: Costa Bizkaia;2012M08;3,88
Pais Vasco: Costa Bizkaia;2012M07;3,88
Pais Vasco: Costa Bizkaia;2012M06;2,6
Pais Vasco: Costa Bizkaia;2012M05;2,23
Pais Vasco: Costa Bizkaia;2012M04;2,66
Pais Vasco: Costa Bizkaia;2012M03;1,77
Pais Vasco: Costa Bizkaia;2012M02;1,9
Pais Vasco: Costa Bizkaia;2012M01;..
Pais Vasco: Costa Bizkaia;2011M12;""
Pais Vasco: Costa Bizkaia;2011M11;1,88
Pais Vasco: Costa Bizkaia;2011M10;2,05
Pais Vasco: Costa Bizkaia;2011M09;2,48
Pais Vasco: Costa Bizkaia;2011M08;3,51
Pais Vasco: Costa Bizkaia;2011M07;3,13
Pais Vasco: Costa Bizkaia;2011M06;2,66
Pais Vasco: Costa Bizkaia;2011M05;2,71
Pais Vasco: Costa Bizkaia;2011M04;3,15
Pais Vasco: Costa Bizkaia;2011M03;1,67
Pais Vasco: Costa Bizkaia;2011M02;""
Pais Vasco: Costa Bizkaia;2011M01;""
Pais Vasco: Costa Bizkaia;2010M12;""
Pais Vasco: Costa Bizkaia;2010M11;1,92
Pais Vasco: Costa Bizkaia;2010M10;2,3
Pais Vasco: Costa Bizkaia;2010M09;2,05
Pais Vasco: Costa Bizkaia;2010M08;3,27
Pais Vasco: Costa Bizkaia;2010M07;3,13
Pais Vasco: Costa Bizkaia;2010M06;2,34
Pais Vasco: Costa Bizkaia;2010M05;2,12
Pais Vasco: Costa Bizkaia;2010M04;2,65
Pais Vasco: Costa Bizkaia;2010M03;1,78
Pais Vasco: Costa Bizkaia;2010M02;1,58
Pais Vasco: Costa Bizkaia;2010M01;""
Pais Vasco: Costa Bizkaia;2009M12;..
Pais Vasco: Costa Bizkaia;2009M11;1,72
Pais Vasco: Costa Bizkaia;2009M10;2,23
Pais Vasco: Costa Bizkaia;2009M09;2,07
Pais Vasco: Costa Bizkaia;2009M08;3,42
Pais Vasco: Costa Bizkaia;2009M07;3,14
Pais Vasco: Costa Bizkaia;2009M06;2,6
Pais Vasco: Costa Bizkaia;2009M05;1,96
Pais Vasco: Costa Bizkaia;2009M04;2,41
Pais Vasco: Costa Bizkaia;2009M03;2,2
Pais Vasco: Costa Bizkaia;2009M02;1,82
Pais Vasco: Costa Bizkaia;2009M01;..
Pais Vasco: Costa Bizkaia;2008M12;..
Pais Vasco: Costa Bizkaia;2008M11;..
Pais Vasco: Costa Bizkaia;2008M10;2,17
Pais Vasco: Costa Bizkaia;2008M09;2,12
Pais Vasco: Costa Bizkaia;2008M08;3,5
Pais Vasco: Costa Bizkaia;2008M07;3,36
Pais Vasco: Costa Bizkaia;2008M06;2,09
Pais Vasco: Costa Bizkaia;2008M05;2,14
Pais Vasco: Costa Bizkaia;2008M04;2,12
Pais Vasco: Costa Bizkaia;2008M03;2,49
Pais Vasco: Costa Bizkaia;2008M02;..
Pais Vasco: Costa Bizkaia;2008M01;..
Pais Vasco: Costa Bizkaia;2007M12;..
Pais Vasco: Costa Bizkaia;2007M11;2,18
Pais Vasco: Costa Bizkaia;2007M10;2,17
Pais Vasco: Costa Bizkaia;2007M09;2,05
Pais Vasco: Costa Bizkaia;2007M08;3,64
Pais Vasco: Costa Bizkaia;2007M07;3,47
Pais Vasco: Costa Bizkaia;2007M06;2,31
Pais Vasco: Costa Bizkaia;2007M05;1,99
Pais Vasco: Costa Bizkaia;2007M04;2,19
Pais Vasco: Costa Bizkaia;2007M03;1,82
Pais Vasco: Costa Bizkaia;2007M02;1,98
Pais Vasco: Costa Bizkaia;2007M01;1,99
Pais Vasco: Costa Bizkaia;2006M12;3,16
Pais Vasco: Costa Bizkaia;2006M11;1,81
Pais Vasco: Costa Bizkaia;2006M10;2,15
Pais Vasco: Costa Bizkaia;2006M09;2,3
Pais Vasco: Costa Bizkaia;2006M08;3,66
Pais Vasco: Costa Bizkaia;2006M07;3,5
Pais Vasco: Costa Bizkaia;2006M06;2,13
Pais Vasco: Costa Bizkaia;2006M05;1,91
Pais Vasco: Costa Bizkaia;2006M04;2,29
Pais Vasco: Costa Bizkaia;2006M03;1,99
Pais Vasco: Costa Bizkaia;2006M02;2,03
Pais Vasco: Costa Bizkaia;2006M01;1,77
Pais Vasco: Costa Bizkaia;2005M12;1,87
Pais Vasco: Costa Bizkaia;2005M11;1,73
Pais Vasco: Costa Bizkaia;2005M10;2,09
Pais Vasco: Costa Bizkaia;2005M09;2,09
Pais Vasco: Costa Bizkaia;2005M08;3,72
Pais Vasco: Costa Bizkaia;2005M07;3,41
Pais Vasco: Costa Bizkaia;2005M06;2,95
Pais Vasco: Costa Bizkaia;2005M05;1,92
Pais Vasco: Costa Bizkaia;2005M04;2,3
Pais Vasco: Costa Bizkaia;2005M03;3
Pais Vasco: Costa Bizkaia;2005M02;1,83
Pais Vasco: Costa Bizkaia;2005M01;1,75
Pais Vasco: Costa Guipuzkoa;2021M11;2,54
Pais Vasco: Costa Guipuzkoa;2021M10;2,29
Pais Vasco: Costa Guipuzkoa;2021M09;2,33
Pais Vasco: Costa Guipuzkoa;2021M08;3,52
Pais Vasco: Costa Guipuzkoa;2021M07;2,96
Pais Vasco: Costa Guipuzkoa;2021M06;2,54
Pais Vasco: Costa Guipuzkoa;2021M05;2,27
Pais Vasco: Costa Guipuzkoa;2021M04;3,37
Pais Vasco: Costa Guipuzkoa;2021M03;2,09
Pais Vasco: Costa Guipuzkoa;2021M02;.
Pais Vasco: Costa Guipuzkoa;2021M01;2,76
Pais Vasco: Costa Guipuzkoa;2020M12;4,21
Pais Vasco: Costa Guipuzkoa;2020M11;5,73
Pais Vasco: Costa Guipuzkoa;2020M10;2,59
Pais Vasco: Costa Guipuzkoa;2020M09;2,54
Pais Vasco: Costa Guipuzkoa;2020M08;3,37
Pais Vasco: Costa Guipuzkoa;2020M07;2,96
Pais Vasco: Costa Guipuzkoa;2020M06;.
Pais Vasco: Costa Guipuzkoa;2020M05;.
Pais Vasco: Costa Guipuzkoa;2020M04;0
Pais Vasco: Costa Guipuzkoa;2020M03;.
Pais Vasco: Costa Guipuzkoa;2020M02;.
Pais Vasco: Costa Guipuzkoa;2020M01;2,46
Pais Vasco: Costa Guipuzkoa;2019M12;2,26
Pais Vasco: Costa Guipuzkoa;2019M11;2,15
Pais Vasco: Costa Guipuzkoa;2019M10;2,15
Pais Vasco: Costa Guipuzkoa;2019M09;2,97
Pais Vasco: Costa Guipuzkoa;2019M08;3,76
Pais Vasco: Costa Guipuzkoa;2019M07;2,74
Pais Vasco: Costa Guipuzkoa;2019M06;2,51
Pais Vasco: Costa Guipuzkoa;2019M05;2,12
Pais Vasco: Costa Guipuzkoa;2019M04;2,16
Pais Vasco: Costa Guipuzkoa;2019M03;1,99
Pais Vasco: Costa Guipuzkoa;2019M02;2,16
Pais Vasco: Costa Guipuzkoa;2019M01;2,39
Pais Vasco: Costa Guipuzkoa;2018M12;2,14
Pais Vasco: Costa Guipuzkoa;2018M11;2,05
Pais Vasco: Costa Guipuzkoa;2018M10;2,19
Pais Vasco: Costa Guipuzkoa;2018M09;2,22
Pais Vasco: Costa Guipuzkoa;2018M08;3,06
Pais Vasco: Costa Guipuzkoa;2018M07;2,85
Pais Vasco: Costa Guipuzkoa;2018M06;2,34
Pais Vasco: Costa Guipuzkoa;2018M05;2,04
Pais Vasco: Costa Guipuzkoa;2018M04;2,03
Pais Vasco: Costa Guipuzkoa;2018M03;2,12
Pais Vasco: Costa Guipuzkoa;2018M02;2,13
Pais Vasco: Costa Guipuzkoa;2018M01;2,27
Pais Vasco: Costa Guipuzkoa;2017M12;2,32
Pais Vasco: Costa Guipuzkoa;2017M11;2,18
Pais Vasco: Costa Guipuzkoa;2017M10;2,23
Pais Vasco: Costa Guipuzkoa;2017M09;2,2
Pais Vasco: Costa Guipuzkoa;2017M08;3,25
Pais Vasco: Costa Guipuzkoa;2017M07;2,76
Pais Vasco: Costa Guipuzkoa;2017M06;2,33
Pais Vasco: Costa Guipuzkoa;2017M05;2,1
Pais Vasco: Costa Guipuzkoa;2017M04;2,17
Pais Vasco: Costa Guipuzkoa;2017M03;2
Pais Vasco: Costa Guipuzkoa;2017M02;1,93
Pais Vasco: Costa Guipuzkoa;2017M01;2,19
Pais Vasco: Costa Guipuzkoa;2016M12;2,36
Pais Vasco: Costa Guipuzkoa;2016M11;2,01
Pais Vasco: Costa Guipuzkoa;2016M10;2,19
Pais Vasco: Costa Guipuzkoa;2016M09;2,35
Pais Vasco: Costa Guipuzkoa;2016M08;3,69
Pais Vasco: Costa Guipuzkoa;2016M07;2,82
Pais Vasco: Costa Guipuzkoa;2016M06;2,47
Pais Vasco: Costa Guipuzkoa;2016M05;2,19
Pais Vasco: Costa Guipuzkoa;2016M04;2,28
Pais Vasco: Costa Guipuzkoa;2016M03;2,57
Pais Vasco: Costa Guipuzkoa;2016M02;1,95
Pais Vasco: Costa Guipuzkoa;2016M01;2,19
Pais Vasco: Costa Guipuzkoa;2015M12;.
Pais Vasco: Costa Guipuzkoa;2015M11;.
Pais Vasco: Costa Guipuzkoa;2015M10;1,9
Pais Vasco: Costa Guipuzkoa;2015M09;3,14
Pais Vasco: Costa Guipuzkoa;2015M08;3,23
Pais Vasco: Costa Guipuzkoa;2015M07;3,29
Pais Vasco: Costa Guipuzkoa;2015M06;2,42
Pais Vasco: Costa Guipuzkoa;2015M05;2,81
Pais Vasco: Costa Guipuzkoa;2015M04;2,15
Pais Vasco: Costa Guipuzkoa;2015M03;.
Pais Vasco: Costa Guipuzkoa;2015M02;.
Pais Vasco: Costa Guipuzkoa;2015M01;.
Pais Vasco: Costa Guipuzkoa;2014M12;.
Pais Vasco: Costa Guipuzkoa;2014M11;.
Pais Vasco: Costa Guipuzkoa;2014M10;1,82
Pais Vasco: Costa Guipuzkoa;2014M09;2,01
Pais Vasco: Costa Guipuzkoa;2014M08;3,58
Pais Vasco: Costa Guipuzkoa;2014M07;4,05
Pais Vasco: Costa Guipuzkoa;2014M06;2,43
Pais Vasco: Costa Guipuzkoa;2014M05;2,43
Pais Vasco: Costa Guipuzkoa;2014M04;2,7
Pais Vasco: Costa Guipuzkoa;2014M03;1,61
Pais Vasco: Costa Guipuzkoa;2014M02;.
Pais Vasco: Costa Guipuzkoa;2014M01;.
Pais Vasco: Costa Guipuzkoa;2013M12;2,16
Pais Vasco: Costa Guipuzkoa;2013M11;1,89
Pais Vasco: Costa Guipuzkoa;2013M10;2,46
Pais Vasco: Costa Guipuzkoa;2013M09;2,32
Pais Vasco: Costa Guipuzkoa;2013M08;3,45
Pais Vasco: Costa Guipuzkoa;2013M07;3,01
Pais Vasco: Costa Guipuzkoa;2013M06;2,44
Pais Vasco: Costa Guipuzkoa;2013M05;2,24
Pais Vasco: Costa Guipuzkoa;2013M04;2,13
Pais Vasco: Costa Guipuzkoa;2013M03;2,32
Pais Vasco: Costa Guipuzkoa;2013M02;2,05
Pais Vasco: Costa Guipuzkoa;2013M01;2,1
Pais Vasco: Costa Guipuzkoa;2012M12;2,34
Pais Vasco: Costa Guipuzkoa;2012M11;1,93
Pais Vasco: Costa Guipuzkoa;2012M10;2,2
Pais Vasco: Costa Guipuzkoa;2012M09;2,29
Pais Vasco: Costa Guipuzkoa;2012M08;3,4
Pais Vasco: Costa Guipuzkoa;2012M07;2,86
Pais Vasco: Costa Guipuzkoa;2012M06;2,25
Pais Vasco: Costa Guipuzkoa;2012M05;2,57
Pais Vasco: Costa Guipuzkoa;2012M04;2,41
Pais Vasco: Costa Guipuzkoa;2012M03;1,96
Pais Vasco: Costa Guipuzkoa;2012M02;2,11
Pais Vasco: Costa Guipuzkoa;2012M01;2,49
Pais Vasco: Costa Guipuzkoa;2011M12;2,61
Pais Vasco: Costa Guipuzkoa;2011M11;3,35
Pais Vasco: Costa Guipuzkoa;2011M10;2,61
Pais Vasco: Costa Guipuzkoa;2011M09;2,57
Pais Vasco: Costa Guipuzkoa;2011M08;3,01
Pais Vasco: Costa Guipuzkoa;2011M07;2,78
Pais Vasco: Costa Guipuzkoa;2011M06;2,37
Pais Vasco: Costa Guipuzkoa;2011M05;2,39
Pais Vasco: Costa Guipuzkoa;2011M04;2,36
Pais Vasco: Costa Guipuzkoa;2011M03;2,05
Pais Vasco: Costa Guipuzkoa;2011M02;2,27
Pais Vasco: Costa Guipuzkoa;2011M01;2,07
Pais Vasco: Costa Guipuzkoa;2010M12;2,8
Pais Vasco: Costa Guipuzkoa;2010M11;3,54
Pais Vasco: Costa Guipuzkoa;2010M10;2,47
Pais Vasco: Costa Guipuzkoa;2010M09;2,48
Pais Vasco: Costa Guipuzkoa;2010M08;2,85
Pais Vasco: Costa Guipuzkoa;2010M07;2,9
Pais Vasco: Costa Guipuzkoa;2010M06;1,93
Pais Vasco: Costa Guipuzkoa;2010M05;1,97
Pais Vasco: Costa Guipuzkoa;2010M04;2,73
Pais Vasco: Costa Guipuzkoa;2010M03;2,67
Pais Vasco: Costa Guipuzkoa;2010M02;2,25
Pais Vasco: Costa Guipuzkoa;2010M01;2,33
Pais Vasco: Costa Guipuzkoa;2009M12;2,39
Pais Vasco: Costa Guipuzkoa;2009M11;2,29
Pais Vasco: Costa Guipuzkoa;2009M10;2,21
Pais Vasco: Costa Guipuzkoa;2009M09;2,49
Pais Vasco: Costa Guipuzkoa;2009M08;2,64
Pais Vasco: Costa Guipuzkoa;2009M07;2,74
Pais Vasco: Costa Guipuzkoa;2009M06;2,62
Pais Vasco: Costa Guipuzkoa;2009M05;1,99
Pais Vasco: Costa Guipuzkoa;2009M04;2,16
